Rank,Player_Name,Position,Team,Age,Birth_Year,Matches_Played,Matches_Started,Minutes_Played,Ninety_Minute_Equivalents,Goals,Assists,Goals_Assists,Non_Penalty_Goals,Penalty_Goals,Penalty_Attempts,Yellow_Cards,Red_Cards,Player_ID,Assists_Per_90,Goal_Contributions_Per_90,Goals_Per_90,Non_Penalty_Goals_Per_90,Non_Penalty_Goal_Contributions_Per_90
1,Ignazio Abate,DF,it Italy,27.0,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,1c529186,0.0,0.0,0.0,0.0,0.0
2,Vincent Aboubakar,FW,cm Cameroon,22.0,1992,2,2,140,1.6,0,0,0,0,0,0,0,0,8637e09a,0.0,0.0,0.0,0.0,0.0
3,Gabriel Achilier,DF,ec Ecuador,29.0,1985,2,0,10,0.1,0,0,0,0,0,0,0,0,bf7d1725,0.0,0.0,0.0,0.0,0.0
4,Johnny Acosta,DF,cr Costa Rica,30.0,1983,2,1,164,1.8,0,0,0,0,0,0,1,0,6aaf0284,0.0,0.0,0.0,0.0,0.0
5,Afriyie Acquah,MF,gh Ghana,22.0,1992,1,0,15,0.2,0,0,0,0,0,0,0,0,d7403bd5,0.0,0.0,0.0,0.0,0.0
6,Albert Adomah,FW,gh Ghana,26.0,1987,1,0,13,0.1,0,0,0,0,0,0,0,0,c7174e81,0.0,0.0,0.0,0.0,0.0
7,Harrison Afful,DF,gh Ghana,27.0,1986,2,2,180,2.0,0,1,1,0,0,0,1,0,7d8ede09,0.5,0.5,0.0,0.0,0.5
8,Sergio Agüero,FW,ar Argentina,26.0,1988,5,3,313,3.5,0,0,0,0,0,0,1,0,4d034881,0.0,0.0,0.0,0.0,0.0
9,Abel Aguilar,MF,co Colombia,29.0,1985,3,3,236,2.6,0,2,2,0,0,0,0,0,6936b41b,0.76,0.76,0.0,0.0,0.76
10,Paul Aguilar,DF,mx Mexico,28.0,1986,4,4,360,4.0,0,0,0,0,0,0,2,0,c931cdfe,0.0,0.0,0.0,0.0,0.0
11,Emmanuel Agyemang-Badu,MF,gh Ghana,23.0,1990,2,1,103,1.1,0,0,0,0,0,0,0,0,fe0b8f0e,0.0,0.0,0.0,0.0,0.0
12,Igor Akinfeev,GK,ru Russia,28.0,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,42ec696a,0.0,0.0,0.0,0.0,0.0
13,Jordi Alba,DF,es Spain,25.0,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,4601e194,0.0,0.0,0.0,0.0,0.0
14,Raúl Albiol,DF,es Spain,28.0,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,4bd414c1,0.0,0.0,0.0,0.0,0.0
15,Toby Alderweireld,DF,be Belgium,25.0,1989,4,4,390,4.3,0,0,0,0,0,0,2,0,f7d50789,0.0,0.0,0.0,0.0,0.0
16,André Almeida,DF,pt Portugal,23.0,1990,2,1,71,0.8,0,0,0,0,0,0,0,0,67b3d74b,0.0,0.0,0.0,0.0,0.0
17,Hugo Almeida,FW,pt Portugal,30.0,1984,1,1,27,0.3,0,0,0,0,0,0,0,0,740acaf8,0.0,0.0,0.0,0.0,0.0
18,Xabi Alonso,MF,es Spain,32.0,1981,3,3,189,2.1,1,0,1,0,1,1,1,0,dc001a06,0.0,0.48,0.48,0.0,0.0
19,Jozy Altidore,FW,us United States,24.0,1989,1,1,22,0.2,0,0,0,0,0,0,0,0,8db8ad1e,0.0,0.0,0.0,0.0,0.0
20,Éder Álvarez Balanta,DF,co Colombia,21.0,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,8ce30c57,0.0,0.0,0.0,0.0,0.0
21,Ricky Álvarez,MF,ar Argentina,26.0,1988,1,0,28,0.3,0,0,0,0,0,0,0,0,92a5ac34,0.0,0.0,0.0,0.0,0.0
22,Bruno Alves,DF,pt Portugal,32.0,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,585a73a8,0.0,0.0,0.0,0.0,0.0
23,Dani Alves,DF,br Brazil,31.0,1983,4,4,390,4.3,0,0,0,0,0,0,1,0,c9e99e49,0.0,0.0,0.0,0.0,0.0
24,Efe Ambrose,DF,ng Nigeria,25.0,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,31e86a0f,0.0,0.0,0.0,0.0,0.0
25,Shola Ameobi,FW,ng Nigeria,32.0,1981,2,0,65,0.7,0,0,0,0,0,0,0,0,e79a368b,0.0,0.0,0.0,0.0,0.0
26,Rúben Amorim,MF,pt Portugal,29.0,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,a9dfa7ad,0.0,0.0,0.0,0.0,0.0
27,Karim Ansarifard,FW,ir IR Iran,24.0,1990,1,0,23,0.3,0,0,0,0,0,0,1,0,50cddd19,0.0,0.0,0.0,0.0,0.0
28,Toshihiro Aoyama,MF,jp Japan,28.0,1986,1,1,61,0.7,0,0,0,0,0,0,0,0,c1b2b6e0,0.0,0.0,0.0,0.0,0.0
29,Javier Aquino,DF,mx Mexico,24.0,1990,1,0,30,0.3,0,0,0,0,0,0,0,0,215104cc,0.0,0.0,0.0,0.0,0.0
30,Charles Aránguiz,MF,cl Chile,25.0,1989,4,4,363,4.0,1,1,2,1,0,0,1,0,56413b1f,0.25,0.5,0.25,0.25,0.5
31,Egidio Arévalo,MF,uy Uruguay,32.0,1982,4,4,360,4.0,0,0,0,0,0,0,1,0,eb65c8f9,0.0,0.0,0.0,0.0,0.0
32,Santiago Arias,DF,co Colombia,22.0,1992,3,1,126,1.4,0,0,0,0,0,0,0,0,fdd60087,0.0,0.0,0.0,0.0,0.0
33,Pablo Armero,DF,co Colombia,27.0,1986,5,5,414,4.6,1,0,1,1,0,0,1,0,afabf74e,0.0,0.22,0.22,0.22,0.22
34,Michael Arroyo,FW,ec Ecuador,27.0,1987,2,1,102,1.1,0,0,0,0,0,0,0,0,a5f43c3f,0.0,0.0,0.0,0.0,0.0
35,Kwadwo Asamoah,DF,gh Ghana,25.0,1988,3,3,270,3.0,0,1,1,0,0,0,0,0,089550f5,0.33,0.33,0.0,0.0,0.33
36,Benoît Assou-Ekotto,DF,cm Cameroon,30.0,1984,2,2,180,2.0,0,0,0,0,0,0,0,0,a557e6b0,0.0,0.0,0.0,0.0,0.0
37,Christian Atsu,FW,gh Ghana,22.0,1992,3,3,238,2.6,0,0,0,0,0,0,0,0,8816329f,0.0,0.0,0.0,0.0,0.0
38,Serge Aurier,DF,ci Côte d'Ivoire,21.0,1992,3,3,270,3.0,0,2,2,0,0,0,0,0,5c2b4f07,0.67,0.67,0.0,0.0,0.67
39,André Ayew,FW,gh Ghana,24.0,1989,3,3,261,2.9,2,0,2,2,0,0,0,0,5dbefa9d,0.0,0.69,0.69,0.69,0.69
40,Jordan Ayew,FW,gh Ghana,22.0,1991,3,1,117,1.3,0,0,0,0,0,0,1,0,da052c14,0.0,0.0,0.0,0.0,0.0
41,Walter Ayoví,DF,ec Ecuador,34.0,1979,3,3,270,3.0,0,2,2,0,0,0,0,0,7d5241b0,0.67,0.67,0.0,0.0,0.67
42,Ramon Azeez,MF,ng Nigeria,21.0,1992,1,1,68,0.8,0,0,0,0,0,0,0,0,0cc474e7,0.0,0.0,0.0,0.0,0.0
43,César Azpilicueta,DF,es Spain,24.0,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,53cad200,0.0,0.0,0.0,0.0,0.0
44,Michael Babatunde,MF,ng Nigeria,21.0,1992,2,2,139,1.5,0,1,1,0,0,0,0,0,4e946302,0.65,0.65,0.0,0.0,0.65
45,Carlos Bacca,FW,co Colombia,27.0,1986,1,0,21,0.2,0,0,0,0,0,0,0,0,09a9e921,0.0,0.0,0.0,0.0,0.0
46,Leighton Baines,DF,eng England,29.0,1984,2,2,180,2.0,0,0,0,0,0,0,0,0,b18095b6,0.0,0.0,0.0,0.0,0.0
47,Mario Balotelli,FW,it Italy,23.0,1990,3,3,207,2.3,1,0,1,1,0,0,2,0,8ff07990,0.0,0.43,0.43,0.43,0.43
48,Sol Bamba,DF,ci Côte d'Ivoire,29.0,1985,3,3,270,3.0,0,0,0,0,0,0,1,0,5534217d,0.0,0.0,0.0,0.0,0.0
49,Ross Barkley,MF,eng England,20.0,1993,3,1,147,1.6,0,0,0,0,0,0,1,0,3a24769f,0.0,0.0,0.0,0.0,0.0
50,Michael Barrantes,MF,cr Costa Rica,30.0,1983,2,0,15,0.2,0,0,0,0,0,0,0,0,2bbff300,0.0,0.0,0.0,0.0,0.0
51,Boubacar Barry,GK,ci Côte d'Ivoire,34.0,1979,3,3,270,3.0,0,0,0,0,0,0,0,0,bfa2435a,0.0,0.0,0.0,0.0,0.0
52,Andrea Barzagli,DF,it Italy,33.0,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,7c0000fd,0.0,0.0,0.0,0.0,0.0
53,DaMarcus Beasley,DF,us United States,32.0,1982,4,4,390,4.3,0,0,0,0,0,0,0,0,e4d6e7d9,0.0,0.0,0.0,0.0,0.0
54,Jean Beausejour,DF,cl Chile,30.0,1984,2,0,68,0.8,1,0,1,1,0,0,0,0,c8404849,0.0,1.32,1.32,1.32,1.32
55,Brayan Beckeles,DF,hn Honduras,28.0,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,5a19e4b8,0.0,0.0,0.0,0.0,0.0
56,Kyle Beckerman,MF,us United States,32.0,1982,3,3,270,3.0,0,0,0,0,0,0,1,0,3485cb96,0.0,0.0,0.0,0.0,0.0
57,Henri Bedimo,DF,cm Cameroon,30.0,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0d57f1c1,0.0,0.0,0.0,0.0,0.0
58,Alejandro Bedoya,FW,us United States,27.0,1987,4,3,283,3.1,0,0,0,0,0,0,0,0,9a6f8dfd,0.0,0.0,0.0,0.0,0.0
59,Asmir Begović,GK,ba Bosnia–Herz,26.0,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,7b4de647,0.0,0.0,0.0,0.0,0.0
60,Valon Behrami,DF,ch Switzerland,29.0,1985,4,4,345,3.8,0,0,0,0,0,0,0,0,d3d758d8,0.0,0.0,0.0,0.0,0.0
61,Essaïd Belkalem,DF,dz Algeria,25.0,1989,3,2,212,2.4,0,0,0,0,0,0,0,0,747e6a95,0.0,0.0,0.0,0.0,0.0
62,Diego Benaglio,GK,ch Switzerland,30.0,1983,4,4,390,4.3,0,0,0,0,0,0,0,0,b7e7937d,0.0,0.0,0.0,0.0,0.0
63,Jerry Bengtson,FW,hn Honduras,27.0,1987,3,3,225,2.5,0,0,0,0,0,0,1,0,846938b6,0.0,0.0,0.0,0.0,0.0
64,Nabil Bentaleb,MF,dz Algeria,19.0,1994,3,3,270,3.0,0,0,0,0,0,0,1,0,3189f61a,0.0,0.0,0.0,0.0,0.0
65,Karim Benzema,FW,fr France,26.0,1987,5,5,450,5.0,3,2,5,2,1,2,0,0,70d74ece,0.4,1.0,0.6,0.4,0.8
66,Aleksei Berezutski,DF,ru Russia,31.0,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,84ad89fa,0.0,0.0,0.0,0.0,0.0
67,Steve von Bergen,DF,ch Switzerland,31.0,1983,2,2,98,1.1,0,0,0,0,0,0,0,0,5d0d1ec7,0.0,0.0,0.0,0.0,0.0
68,Bernard,FW,br Brazil,21.0,1992,3,1,158,1.8,0,0,0,0,0,0,0,0,ab4b3e35,0.0,0.0,0.0,0.0,0.0
69,Víctor Bernárdez,DF,hn Honduras,32.0,1982,3,3,225,2.5,0,0,0,0,0,0,1,0,05f64d2f,0.0,0.0,0.0,0.0,0.0
70,Muhamed Bešić,DF,ba Bosnia–Herz,21.0,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,7ca9f0f0,0.0,0.0,0.0,0.0,0.0
71,Matt Besler,DF,us United States,27.0,1987,4,4,345,3.8,0,0,0,0,0,0,0,0,8393a973,0.0,0.0,0.0,0.0,0.0
72,Beto,GK,pt Portugal,32.0,1982,2,2,178,2.0,0,0,0,0,0,0,0,0,3b4941e4,0.0,0.0,0.0,0.0,0.0
73,Ermin Bičakčić,DF,ba Bosnia–Herz,24.0,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,7aac47fe,0.0,0.0,0.0,0.0,0.0
74,Lucas Biglia,MF,ar Argentina,28.0,1986,7,3,351,3.9,0,0,0,0,0,0,1,0,5710a281,0.0,0.0,0.0,0.0,0.0
75,Daley Blind,DF,nl Netherlands,24.0,1990,7,7,669,7.4,1,3,4,1,0,0,1,0,691bef82,0.4,0.54,0.13,0.13,0.54
76,Kim Bo-kyung,MF,kr Korea Republic,24.0,1989,2,0,32,0.4,0,0,0,0,0,0,0,0,587ddfd6,0.0,0.0,0.0,0.0,0.0
77,Jérôme Boateng,DF,de Germany,25.0,1988,7,7,645,7.2,0,0,0,0,0,0,0,0,2db2fd7b,0.0,0.0,0.0,0.0,0.0
78,Kevin-Prince Boateng,FW,gh Ghana,27.0,1987,2,1,83,0.9,0,0,0,0,0,0,0,0,f4ec4fd0,0.0,0.0,0.0,0.0,0.0
79,Arthur Boka,DF,ci Côte d'Ivoire,31.0,1983,3,3,254,2.8,0,0,0,0,0,0,0,0,3abb0642,0.0,0.0,0.0,0.0,0.0
80,Christian Bolaños,MF,cr Costa Rica,30.0,1984,5,4,412,4.6,0,2,2,0,0,0,0,0,da2911c4,0.44,0.44,0.0,0.0,0.44
81,Mathis Bolly,FW,ci Côte d'Ivoire,23.0,1990,1,0,18,0.2,0,0,0,0,0,0,0,0,e9895d1c,0.0,0.0,0.0,0.0,0.0
82,Leonardo Bonucci,DF,it Italy,27.0,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,52ec54d0,0.0,0.0,0.0,0.0,0.0
83,Wilfried Bony,FW,ci Côte d'Ivoire,25.0,1988,3,2,166,1.8,2,0,2,2,0,0,0,0,61abe9b6,0.0,1.08,1.08,1.08,1.08
84,Celso Borges,FW,cr Costa Rica,26.0,1988,5,5,497,5.5,0,0,0,0,0,0,0,0,b8836910,0.0,0.0,0.0,0.0,0.0
85,Madjid Bougherra,DF,dz Algeria,31.0,1982,3,2,202,2.2,0,0,0,0,0,0,1,0,5050cc14,0.0,0.0,0.0,0.0,0.0
86,John Boye,DF,gh Ghana,27.0,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,861227d2,0.0,0.0,0.0,0.0,0.0
87,Oliver Bozanic,MF,au Australia,25.0,1989,2,1,111,1.2,0,0,0,0,0,0,0,0,b3e61f31,0.0,0.0,0.0,0.0,0.0
88,Michael Bradley,MF,us United States,26.0,1987,4,4,390,4.3,0,1,1,0,0,0,0,0,fd5e3a73,0.23,0.23,0.0,0.0,0.23
89,Yacine Brahimi,FW,dz Algeria,24.0,1990,3,2,189,2.1,1,1,2,1,0,0,0,0,56b5d64e,0.48,0.95,0.48,0.48,0.95
90,Claudio Bravo,GK,cl Chile,31.0,1983,4,4,390,4.3,0,0,0,0,0,0,0,0,10072610,0.0,0.0,0.0,0.0,0.0
91,Randall Brenes,FW,cr Costa Rica,30.0,1983,3,1,106,1.2,0,0,0,0,0,0,0,0,cde46097,0.0,0.0,0.0,0.0,0.0
92,Mark Bresciano,MF,au Australia,34.0,1980,3,2,146,1.6,0,0,0,0,0,0,0,0,cb20f13a,0.0,0.0,0.0,0.0,0.0
93,John Brooks,DF,us United States,21.0,1993,1,0,45,0.5,1,0,1,1,0,0,0,0,e27da244,0.0,2.0,2.0,2.0,2.0
94,Marcelo Brozović,MF,hr Croatia,21.0,1992,1,0,30,0.3,0,0,0,0,0,0,0,0,33b8d077,0.0,0.0,0.0,0.0,0.0
95,Gianluigi Buffon,GK,it Italy,36.0,1978,2,2,180,2.0,0,0,0,0,0,0,0,0,e40d028b,0.0,0.0,0.0,0.0,0.0
96,Sergio Busquets,MF,es Spain,25.0,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,5ab0ea87,0.0,0.0,0.0,0.0,0.0
97,Yohan Cabaye,MF,fr France,28.0,1986,4,4,316,3.5,0,0,0,0,0,0,2,0,ad7b19ef,0.0,0.0,0.0,0.0,0.0
98,Martín Cáceres,DF,uy Uruguay,27.0,1987,4,4,360,4.0,0,0,0,0,0,0,1,0,e94d79e3,0.0,0.0,0.0,0.0,0.0
99,Gary Cahill,DF,eng England,28.0,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,7914b9fe,0.0,0.0,0.0,0.0,0.0
100,Tim Cahill,FW,au Australia,34.0,1979,2,2,158,1.8,2,0,2,2,0,0,2,0,e5a2dfc2,0.0,1.14,1.14,1.14,1.14
101,Felipe Caicedo,FW,ec Ecuador,25.0,1988,3,2,151,1.7,0,0,0,0,0,0,0,0,93b891d1,0.0,0.0,0.0,0.0,0.0
102,Geoff Cameron,DF,us United States,28.0,1985,3,3,300,3.3,0,0,0,0,0,0,1,0,1a160ea3,0.0,0.0,0.0,0.0,0.0
103,Hugo Campagnaro,DF,ar Argentina,33.0,1980,1,1,45,0.5,0,0,0,0,0,0,0,0,2ac01901,0.0,0.0,0.0,0.0,0.0
104,Joel Campbell,FW,cr Costa Rica,21.0,1992,5,5,412,4.6,1,1,2,1,0,0,0,0,895ff3ca,0.22,0.44,0.22,0.22,0.44
105,Antonio Candreva,FW,it Italy,27.0,1987,2,2,134,1.5,0,1,1,0,0,0,0,0,356c9002,0.67,0.67,0.0,0.0,0.67
106,Carlos Carbonero,MF,co Colombia,23.0,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,11af1c57,0.0,0.0,0.0,0.0,0.0
107,Juan Carlos García,DF,hn Honduras,26.0,1988,2,1,135,1.5,0,0,0,0,0,0,0,0,764476b9,0.0,0.0,0.0,0.0,0.0
108,Juan Carlos Paredes,DF,ec Ecuador,26.0,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,5d8c6afd,0.0,0.0,0.0,0.0,0.0
109,Carlos Carmona,MF,cl Chile,27.0,1987,1,0,3,0.0,0,0,0,0,0,0,0,0,12b9753e,0.0,0.0,0.0,0.0,0.0
110,Eduardo Carvalho,GK,pt Portugal,31.0,1982,1,0,2,0.0,0,0,0,0,0,0,0,0,81b906e7,0.0,0.0,0.0,0.0,0.0
111,William Carvalho,MF,pt Portugal,22.0,1992,2,1,135,1.5,0,0,0,0,0,0,0,0,dee86451,0.0,0.0,0.0,0.0,0.0
112,Iker Casillas,GK,es Spain,33.0,1981,2,2,180,2.0,0,0,0,0,0,0,1,0,1ddbb0da,0.0,0.0,0.0,0.0,0.0
113,Antonio Cassano,FW,it Italy,31.0,1982,2,0,65,0.7,0,0,0,0,0,0,0,0,d0ed4d32,0.0,0.0,0.0,0.0,0.0
114,Edinson Cavani,FW,uy Uruguay,27.0,1987,4,4,360,4.0,1,1,2,0,1,1,0,0,527f063d,0.25,0.5,0.25,0.0,0.25
115,Santi Cazorla,MF,es Spain,29.0,1984,2,1,82,0.9,0,0,0,0,0,0,0,0,e2e9c250,0.0,0.0,0.0,0.0,0.0
116,Alessio Cerci,FW,it Italy,26.0,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,5370cba7,0.0,0.0,0.0,0.0,0.0
117,Júlio César,GK,br Brazil,34.0,1979,7,7,660,7.3,0,0,0,0,0,0,1,0,f619413f,0.0,0.0,0.0,0.0,0.0
118,Nacer Chadli,FW,be Belgium,24.0,1989,4,1,102,1.1,0,0,0,0,0,0,0,0,5b54bf3b,0.0,0.0,0.0,0.0,0.0
119,Marvin Chávez,FW,hn Honduras,30.0,1983,2,0,54,0.6,0,0,0,0,0,0,0,0,d3dd83f0,0.0,0.0,0.0,0.0,0.0
120,Osman Chávez,DF,hn Honduras,29.0,1984,1,0,45,0.5,0,0,0,0,0,0,0,0,3d9aac3d,0.0,0.0,0.0,0.0,0.0
121,Aurélien Chedjou,DF,cm Cameroon,28.0,1985,2,2,135,1.5,0,0,0,0,0,0,0,0,80e4c841,0.0,0.0,0.0,0.0,0.0
122,Giorgio Chiellini,DF,it Italy,29.0,1984,3,3,270,3.0,0,0,0,0,0,0,0,0,e85fb9b8,0.0,0.0,0.0,0.0,0.0
123,Lazaros Christodoulopoulos,FW,gr Greece,27.0,1986,2,2,210,2.3,0,0,0,0,0,0,0,0,f73abe54,0.0,0.0,0.0,0.0,0.0
124,Park Chu-young,FW,kr Korea Republic,28.0,1985,2,2,111,1.2,0,0,0,0,0,0,0,0,d9fa272a,0.0,0.0,0.0,0.0,0.0
125,Lee Chung-yong,FW,kr Korea Republic,25.0,1988,3,3,243,2.7,0,0,0,0,0,0,0,0,49b05a83,0.0,0.0,0.0,0.0,0.0
126,Jasper Cillessen,GK,nl Netherlands,25.0,1989,7,7,688,7.6,0,0,0,0,0,0,0,0,04ac8285,0.0,0.0,0.0,0.0,0.0
127,Jorge Claros,MF,hn Honduras,28.0,1986,3,2,213,2.4,0,0,0,0,0,0,0,0,a9df8baf,0.0,0.0,0.0,0.0,0.0
128,Jordy Clasie,MF,nl Netherlands,22.0,1991,2,1,148,1.6,0,0,0,0,0,0,0,0,31c01b85,0.0,0.0,0.0,0.0,0.0
129,Sebastián Coates,DF,uy Uruguay,23.0,1990,1,0,3,0.0,0,0,0,0,0,0,0,0,1fbbfbde,0.0,0.0,0.0,0.0,0.0
130,Fábio Coentrão,DF,pt Portugal,26.0,1988,1,1,64,0.7,0,0,0,0,0,0,0,0,0f8bd0a6,0.0,0.0,0.0,0.0,0.0
131,Vedran Ćorluka,DF,hr Croatia,28.0,1986,3,3,270,3.0,0,0,0,0,0,0,1,0,6ceef869,0.0,0.0,0.0,0.0,0.0
132,Diego Costa,FW,es Spain,25.0,1988,2,2,125,1.4,0,0,0,0,0,0,0,0,a190d597,0.0,0.0,0.0,0.0,0.0
133,Ricardo Costa,DF,pt Portugal,33.0,1981,2,1,135,1.5,0,0,0,0,0,0,0,0,cd7325e1,0.0,0.0,0.0,0.0,0.0
134,Carlo Costly,FW,hn Honduras,31.0,1982,3,3,219,2.4,1,0,1,1,0,0,0,0,2abf959a,0.0,0.41,0.41,0.41,0.41
135,Thibaut Courtois,GK,be Belgium,22.0,1992,5,5,480,5.3,0,0,0,0,0,0,0,0,1840e36d,0.0,0.0,0.0,0.0,0.0
136,Juan Cuadrado,DF,co Colombia,26.0,1988,5,5,384,4.3,1,4,5,0,1,1,0,0,0ab1f153,0.94,1.17,0.23,0.0,0.94
137,Dante,DF,br Brazil,30.0,1983,1,1,90,1.0,0,0,0,0,0,0,1,0,fd2bc67d,0.0,0.0,0.0,0.0,0.0
138,Matteo Darmian,DF,it Italy,24.0,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,96e0490d,0.0,0.0,0.0,0.0,0.0
139,Fatau Dauda,GK,gh Ghana,29.0,1985,2,2,180,2.0,0,0,0,0,0,0,0,0,b7ec4136,0.0,0.0,0.0,0.0,0.0
140,Jason Davidson,DF,au Australia,22.0,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,46bcd68d,0.0,0.0,0.0,0.0,0.0
141,Brad Davis,MF,us United States,32.0,1981,1,1,58,0.6,0,0,0,0,0,0,0,0,7adc9ea2,0.0,0.0,0.0,0.0,0.0
142,Kevin De Bruyne,FW,be Belgium,22.0,1991,4,4,390,4.3,1,2,3,1,0,0,0,0,e46012d4,0.46,0.69,0.23,0.23,0.69
143,Daniele De Rossi,DF,it Italy,30.0,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,532d2690,0.0,0.0,0.0,0.0,0.0
144,Mattia De Sciglio,DF,it Italy,21.0,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,ae4e2852,0.0,0.0,0.0,0.0,0.0
145,Mathieu Debuchy,DF,fr France,28.0,1985,4,4,360,4.0,0,0,0,0,0,0,0,0,92232aad,0.0,0.0,0.0,0.0,0.0
146,Steven Defour,MF,be Belgium,26.0,1988,1,1,43,0.5,0,0,0,0,0,0,0,1,73489527,0.0,0.0,0.0,0.0,0.0
147,Ashkan Dejagah,FW,ir IR Iran,27.0,1986,3,3,228,2.5,0,0,0,0,0,0,0,0,5171db60,0.0,0.0,0.0,0.0,0.0
148,Mousa Dembélé,MF,be Belgium,26.0,1987,2,2,154,1.7,0,0,0,0,0,0,1,0,f7ee69fb,0.0,0.0,0.0,0.0,0.0
149,Martín Demichelis,DF,ar Argentina,33.0,1980,3,3,330,3.7,0,0,0,0,0,0,1,0,e9c7102a,0.0,0.0,0.0,0.0,0.0
150,Clint Dempsey,FW,us United States,31.0,1983,4,4,386,4.3,2,0,2,2,0,0,0,0,523d9de6,0.0,0.47,0.47,0.47,0.47
151,Igor Denisov,MF,ru Russia,30.0,1984,2,0,64,0.7,0,0,0,0,0,0,0,0,fbb23472,0.0,0.0,0.0,0.0,0.0
152,Ángel Di María,FW,ar Argentina,26.0,1988,5,5,426,4.7,1,0,1,1,0,0,1,0,19cda00b,0.0,0.21,0.21,0.21,0.21
153,Júnior Díaz,DF,cr Costa Rica,30.0,1983,5,5,510,5.7,0,1,1,0,0,0,1,0,a83f301d,0.18,0.18,0.0,0.0,0.18
154,Marcelo Díaz,MF,cl Chile,27.0,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,955b2e8a,0.0,0.0,0.0,0.0,0.0
155,Serey Die,MF,ci Côte d'Ivoire,29.0,1984,3,3,223,2.5,0,0,0,0,0,0,1,0,3c1b7c60,0.0,0.0,0.0,0.0,0.0
156,Lucas Digne,DF,fr France,20.0,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,1b84dbe1,0.0,0.0,0.0,0.0,0.0
157,Ismaël Diomandé,MF,ci Côte d'Ivoire,21.0,1992,1,0,13,0.1,0,0,0,0,0,0,0,0,10650926,0.0,0.0,0.0,0.0,0.0
158,Abdelmoumene Djabou,MF,dz Algeria,27.0,1987,3,2,169,1.9,2,1,3,2,0,0,0,0,1618abe3,0.53,1.6,1.07,1.07,1.6
159,Constant Djakpa,DF,ci Côte d'Ivoire,27.0,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,b3ed818e,0.0,0.0,0.0,0.0,0.0
160,Cédric Djeugoué,DF,cm Cameroon,21.0,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,25f39524,0.0,0.0,0.0,0.0,0.0
161,Johan Djourou,DF,ch Switzerland,27.0,1987,4,4,390,4.3,0,0,0,0,0,0,1,0,b8673e18,0.0,0.0,0.0,0.0,0.0
162,Alexander Domínguez,GK,ec Ecuador,27.0,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,84c22fa0,0.0,0.0,0.0,0.0,0.0
163,Ji Dong-won,FW,kr Korea Republic,23.0,1991,2,0,31,0.3,0,0,0,0,0,0,0,0,7d841904,0.0,0.0,0.0,0.0,0.0
164,Giovani dos Santos,FW,mx Mexico,25.0,1989,4,4,294,3.3,1,0,1,1,0,0,0,0,7dba6233,0.0,0.31,0.31,0.31,0.31
165,Julian Draxler,FW,de Germany,20.0,1993,1,0,15,0.2,0,0,0,0,0,0,0,0,1a992676,0.0,0.0,0.0,0.0,0.0
166,Josip Drmić,FW,ch Switzerland,21.0,1992,4,3,249,2.8,0,2,2,0,0,0,0,0,15ea94de,0.72,0.72,0.0,0.0,0.72
167,Didier Drogba,FW,ci Côte d'Ivoire,36.0,1978,3,1,137,1.5,0,0,0,0,0,0,1,0,945dea33,0.0,0.0,0.0,0.0,0.0
168,Óscar Duarte,DF,cr Costa Rica,25.0,1989,4,4,335,3.7,1,0,1,1,0,0,2,1,aa0ac32d,0.0,0.27,0.27,0.27,0.27
169,Alan Dzagoev,MF,ru Russia,23.0,1990,3,0,64,0.7,0,0,0,0,0,0,0,0,4c45cdc2,0.0,0.0,0.0,0.0,0.0
170,Edin Džeko,FW,ba Bosnia–Herz,28.0,1986,3,3,263,2.9,1,0,1,1,0,0,0,0,3bb7f478,0.0,0.34,0.34,0.34,0.34
